entry_gate_raw,entry_gate_open,profit_target,trend_1w,regime
0.913098156452179,True,0.0,-1.8268243074417114,bear
0.9338564872741699,True,0.0,-1.6669526100158691,bear
0.9507796764373779,True,0.0,-1.6374309062957764,bear
0.7741351127624512,True,0.0,-1.6373755931854248,bear
0.616317868232727,True,0.0,-1.6501598358154297,bear
0.9005312919616699,True,0.0,-1.6995880603790283,bear
0.9161058068275452,True,0.0,-1.6584339141845703,bear
0.7519636154174805,True,0.0,-1.6138890981674194,bear
0.8452632427215576,True,0.0,-1.5278820991516113,bear
0.8315946459770203,True,0.0,-1.5747312307357788,bear
0.9961824417114258,True,0.0,-1.5882084369659424,bear
0.8261577486991882,True,0.0,-1.56667959690094,bear
0.8549850583076477,True,0.0,-1.5336530208587646,bear
1.0,True,0.0,-1.5026901960372925,bear
1.0,True,0.0,-1.4861878156661987,bear
1.0,True,0.0,-1.3748441934585571,bear
0.959311842918396,True,0.008238443173468113,-1.455217957496643,bear
1.0,True,0.005239621736109257,-1.4419764280319214,bear
0.8363959193229675,True,0.0,-1.5213781595230103,bear
1.0,True,0.0,-1.4534112215042114,bear
1.0,True,0.0,-1.4157615900039673,bear
1.0,True,0.0,-1.3440779447555542,bear
1.0,True,0.0,-1.2233999967575073,bear
1.0,True,0.0,-1.185259461402893,bear
1.0,True,0.0,-1.214723825454712,bear
1.0,True,0.0,-1.215302586555481,bear
1.0,True,0.0,-1.2311718463897705,bear
1.0,True,0.0,-1.2567901611328125,bear
1.0,True,0.0,-1.2148340940475464,bear
1.0,True,0.0,-1.1919728517532349,bear
1.0,True,0.0,-1.130707025527954,bear
1.0,True,0.0,-1.0781127214431763,bear
1.0,True,0.0,-1.0619598627090454,bear
1.0,True,0.0,-1.0815081596374512,bear
1.0,True,0.0,-1.0033354759216309,bear
1.0,True,0.0,-1.019197940826416,bear
1.0,True,0.0,-0.9559516906738281,bear
1.0,True,0.0,-1.0664501190185547,bear
1.0,True,0.0,-1.122201681137085,bear
1.0,True,0.0,-1.2574481964111328,bear
1.0,True,0.009822155348956585,-1.3619437217712402,bear
1.0,True,0.010434865020215511,-1.363178014755249,bear
1.0,True,0.03364415839314461,-1.5298415422439575,bear
1.0,True,0.03518180176615715,-1.5389639139175415,bear
1.0,True,0.024303767830133438,-1.3450562953948975,bear
1.0,True,0.030855748802423477,-1.2908506393432617,bear
1.0,True,0.041382841765880585,-1.3846880197525024,bear
1.0,True,0.03045273944735527,-1.2988126277923584,bear
1.0,True,0.02523317188024521,-1.2970274686813354,bear
1.0,True,0.013979221694171429,-1.1884533166885376,bear
1.0,True,0.011010668240487576,-1.053786039352417,bear
1.0,True,0.007924693636596203,-0.9501456618309021,bear
1.0,True,0.013983442448079586,-1.1235474348068237,bear
1.0,True,0.01076314877718687,-1.120376467704773,bear
1.0,True,0.015346928499639034,-1.155274748802185,bear
1.0,True,0.04352124035358429,-1.4090213775634766,bear
1.0,True,0.05181751027703285,-1.434082269668579,bear
1.0,True,0.05086876079440117,-1.3825496435165405,bear
0.9198678135871887,True,0.053403910249471664,-1.3438920974731445,bear
0.6910024881362915,True,0.05743289366364479,-1.470188856124878,bear
0.7923683524131775,True,0.042228326201438904,-1.5258574485778809,bear
0.7255908250808716,True,0.0,-1.7103434801101685,bear
0.6982743144035339,True,0.0,-1.8494504690170288,bear
1.0,True,0.0,-1.491186261177063,bear
0.7728119492530823,True,0.0,-1.4989298582077026,bear
0.9954202771186829,True,0.0,-1.4459660053253174,bear
0.7443620562553406,True,0.0,-1.6871997117996216,bear
0.8082050085067749,True,0.0,-1.517359733581543,bear
0.9847129583358765,True,0.0,-1.5447747707366943,bear
0.7377001047134399,True,0.0,-1.562340497970581,bear
0.9440915584564209,True,0.0,-1.5054643154144287,bear
0.7414820790290833,True,0.0,-1.4507880210876465,bear
0.8325947523117065,True,0.0,-1.4418690204620361,bear
0.6324182152748108,True,0.0,-1.4578475952148438,bear
0.448769748210907,False,0.0,-1.4246068000793457,bear
0.40400028228759766,False,0.0,-1.414712905883789,bear
0.41648972034454346,False,0.0,-1.455403447151184,bear
0.602725625038147,True,0.0,-1.328545093536377,bear
0.5211617946624756,True,0.0,-1.2833205461502075,bear
0.6692188382148743,True,0.0,-1.1679131984710693,bear
0.5150651931762695,True,0.0,-1.3084889650344849,bear
0.398409903049469,False,0.0,-1.5176831483840942,bear
0.6353243589401245,True,0.0,-1.3428928852081299,bear
0.7620335221290588,True,0.0,-1.408124327659607,bear
0.8566756248474121,True,0.0,-1.5208641290664673,bear
1.0,True,0.0,-1.389427900314331,bear
1.0,True,0.0,-1.2638158798217773,bear
1.0,True,0.0,-1.3897852897644043,bear
1.0,True,0.0,-1.5336651802062988,bear
1.0,True,0.0,-1.0788624286651611,bear
1.0,True,0.0,-1.0953699350357056,bear
1.0,True,0.0,-1.1444259881973267,bear
1.0,True,0.0,-1.1682624816894531,bear
1.0,True,0.0,-1.0993320941925049,bear
1.0,True,0.0,-1.0814287662506104,bear
1.0,True,0.0,-1.104095220565796,bear
1.0,True,0.0,-1.0209689140319824,bear
1.0,True,0.0,-1.0023767948150635,bear
1.0,True,0.0,-0.9861722588539124,bear
1.0,True,0.0,-0.9218387603759766,bear
1.0,True,0.0,-0.9469019174575806,bear
1.0,True,0.0,-0.6610218286514282,bear
1.0,True,0.0,-0.6347118616104126,bear
1.0,True,0.0,-0.3347136378288269,sideways
1.0,True,0.0,-0.4214733839035034,sideways
1.0,True,0.0,-0.3841838240623474,sideways
1.0,True,0.0,-0.4225582182407379,sideways
1.0,True,0.0,-0.3439929187297821,sideways
1.0,True,0.0,-0.4009147584438324,sideways
1.0,True,0.0,-0.5087857842445374,bear
1.0,True,0.0,-0.573458731174469,bear
1.0,True,0.0,-0.7557089328765869,bear
1.0,True,0.0,-0.7214738726615906,bear
1.0,True,0.0,-0.5957530736923218,bear
1.0,True,0.0,-0.21080514788627625,sideways
1.0,True,0.0,0.7080423831939697,bull
1.0,True,0.0,0.1998450756072998,sideways
1.0,True,0.0,0.4350590407848358,sideways
1.0,True,0.0,0.32934093475341797,sideways
1.0,True,0.0,0.2980009913444519,sideways
1.0,True,0.0,0.27528083324432373,sideways
1.0,True,0.0,0.8407120108604431,bull
1.0,True,0.0,0.37602290511131287,sideways
1.0,True,0.0,0.4525590240955353,sideways
1.0,True,0.0,0.5474240183830261,bull
1.0,True,0.0,0.297838032245636,sideways
1.0,True,0.0,0.3798160254955292,sideways
1.0,True,0.0,0.29437169432640076,sideways
1.0,True,0.0,0.3176855146884918,sideways
1.0,True,0.0,0.3543405532836914,sideways
1.0,True,0.0,0.40791597962379456,sideways
1.0,True,0.0,0.4459601640701294,sideways
1.0,True,0.0,0.453256756067276,sideways
1.0,True,0.0,0.4784438908100128,sideways
1.0,True,0.0,-0.16316373646259308,sideways
0.9537881016731262,True,0.0,-0.6252526640892029,bear
1.0,True,0.0,-0.8629737496376038,bear
1.0,True,0.0,-0.6678873896598816,bear
1.0,True,0.0,-0.24363870918750763,sideways
1.0,True,0.0,-0.5044821500778198,bear
1.0,True,0.0,-0.49124544858932495,sideways
1.0,True,0.0,-0.5369935631752014,bear
1.0,True,0.0,-0.4511870741844177,sideways
1.0,True,0.0,-0.2990155518054962,sideways
1.0,True,0.0,-0.28296923637390137,sideways
1.0,True,0.0,-0.3419555723667145,sideways
1.0,True,0.0,-0.2302759289741516,sideways
1.0,True,0.0,-0.24362869560718536,sideways
1.0,True,0.0,-0.29790744185447693,sideways
1.0,True,0.0,-0.41967976093292236,sideways
0.9954567551612854,True,0.0,-0.8139296770095825,bear
1.0,True,0.0,-0.7501355409622192,bear
1.0,True,0.0,-0.4003085196018219,sideways
1.0,True,0.0,-0.2990069091320038,sideways
1.0,True,0.0,-0.24036221206188202,sideways
1.0,True,0.0,-0.034475553780794144,sideways
1.0,True,0.0,0.34235483407974243,sideways
1.0,True,0.0,0.7044147849082947,bull
1.0,True,0.0,0.647896409034729,bull
1.0,True,0.0,0.8501676917076111,bull
1.0,True,0.0,1.0572587251663208,bull
1.0,True,0.0,0.8425682783126831,bull
1.0,True,0.0,0.962230920791626,bull
1.0,True,0.0,1.21465003490448,bull
1.0,True,0.0,1.728395938873291,bull
1.0,True,0.0,1.9011802673339844,bull
1.0,True,0.0,1.474406123161316,bull
1.0,True,0.0,1.262781023979187,bull
1.0,True,0.0,1.587218165397644,bull
1.0,True,0.0,1.3773374557495117,bull
1.0,True,0.0,1.3300914764404297,bull
1.0,True,0.0,1.4418061971664429,bull
1.0,True,0.0,1.5256810188293457,bull
1.0,True,0.0,1.3254915475845337,bull
1.0,True,0.0,1.2434799671173096,bull
1.0,True,0.0,1.3439691066741943,bull
1.0,True,0.0,1.2232439517974854,bull
1.0,True,0.0,1.2733017206192017,bull
1.0,True,0.0,1.1587932109832764,bull
1.0,True,0.0,1.2239247560501099,bull
1.0,True,0.0,1.039664626121521,bull
1.0,True,0.0,0.9494413733482361,bull
1.0,True,0.0,0.8841040134429932,bull
1.0,True,0.0,0.8038186430931091,bull
1.0,True,0.0,1.0690622329711914,bull
1.0,True,0.0,1.1197208166122437,bull
1.0,True,0.0,1.4725604057312012,bull
1.0,True,0.0,1.3088222742080688,bull
1.0,True,0.0,1.2563445568084717,bull
1.0,True,0.0,1.2481203079223633,bull
1.0,True,0.0,1.1310830116271973,bull
1.0,True,0.0,0.9166032075881958,bull
1.0,True,0.0,0.8569530248641968,bull
1.0,True,0.0,0.8817967176437378,bull
1.0,True,0.0,1.0523030757904053,bull
1.0,True,0.0,0.9419929385185242,bull
1.0,True,0.0,1.0082005262374878,bull
1.0,True,0.0,1.0516027212142944,bull
1.0,True,0.0,0.9801082015037537,bull
1.0,True,0.0,0.7238227725028992,bull
1.0,True,0.0,0.7250586152076721,bull
1.0,True,0.0,0.6785489916801453,bull
1.0,True,0.0,0.41886210441589355,sideways
1.0,True,0.0,0.23000989854335785,sideways
1.0,True,0.0,-0.04804009199142456,sideways
1.0,True,0.0,0.41496577858924866,sideways
1.0,True,0.0,0.20907467603683472,sideways
1.0,True,0.0,0.3432486057281494,sideways
1.0,True,0.0,0.24990670382976532,sideways
1.0,True,0.0,0.23599062860012054,sideways
1.0,True,0.0,-0.07539382576942444,sideways
1.0,True,0.0,0.13796614110469818,sideways
1.0,True,0.0,-0.0028709485195577145,sideways
1.0,True,0.0,-0.15069743990898132,sideways
1.0,True,0.0,0.029076682403683662,sideways
1.0,True,0.0,-0.08193504065275192,sideways
1.0,True,0.0,-0.39456477761268616,sideways
1.0,True,0.0,-0.44804269075393677,sideways
1.0,True,0.0,-0.40989601612091064,sideways
1.0,True,0.0,-0.49275311827659607,sideways
1.0,True,0.0,-0.26995617151260376,sideways
1.0,True,0.0,-0.22885455191135406,sideways
1.0,True,0.0,-0.021456457674503326,sideways
1.0,True,0.0,0.4175242781639099,sideways
1.0,True,0.0,0.29801782965660095,sideways
1.0,True,0.0,0.27556702494621277,sideways
1.0,True,0.0,0.23541803658008575,sideways
1.0,True,0.0,0.300987184047699,sideways
1.0,True,0.0,0.49884775280952454,sideways
1.0,True,0.0,1.1521155834197998,bull
1.0,True,0.0,1.2993130683898926,bull
1.0,True,0.0,0.7761690020561218,bull
1.0,True,0.0,1.105211615562439,bull
1.0,True,0.0,1.1325960159301758,bull
1.0,True,0.0,1.197791576385498,bull
1.0,True,0.0,0.388652503490448,sideways
1.0,True,0.0,0.38329175114631653,sideways
1.0,True,0.0,0.5949906706809998,bull
1.0,True,0.0,0.549913227558136,bull
1.0,True,0.0,0.7240551710128784,bull
1.0,True,0.0,0.6267367005348206,bull
1.0,True,0.0,0.7315887808799744,bull
1.0,True,0.0,0.8169865608215332,bull
1.0,True,0.0,0.7580862045288086,bull
1.0,True,0.0,0.8454591631889343,bull
1.0,True,0.0,0.9660159349441528,bull
1.0,True,0.0,1.0361088514328003,bull
1.0,True,0.0,1.0674347877502441,bull
1.0,True,0.0,1.4118531942367554,bull
1.0,True,0.0,1.6455137729644775,bull
1.0,True,0.0,1.2373182773590088,bull
1.0,True,0.0,1.313533902168274,bull
1.0,True,0.0,1.2319787740707397,bull
1.0,True,0.0,1.1447303295135498,bull
1.0,True,0.0,0.8983299136161804,bull
1.0,True,0.0,1.1985079050064087,bull
1.0,True,0.0,1.4446361064910889,bull
1.0,True,0.0,0.42459726333618164,sideways
1.0,True,0.0,0.39956048130989075,sideways
1.0,True,0.0,0.6974940299987793,bull
1.0,True,0.0,0.8514602184295654,bull
