budget_fraction,profit_target,trend_1w,regime
1.0,0.0,0.10669417679309845,sideways
1.0,0.0,-0.05731033906340599,sideways
1.0,0.0,-0.137399822473526,sideways
1.0,0.0,-0.11714806407690048,sideways
1.0,0.0,-0.11724871397018433,sideways
1.0,0.0,-0.15897484123706818,sideways
1.0,0.0,-0.09615776687860489,sideways
1.0,0.0,0.06017627567052841,sideways
1.0,0.0,0.048620015382766724,sideways
1.0,0.0,0.14313317835330963,sideways
1.0,0.0,0.13341453671455383,sideways
1.0,0.0,0.1284712553024292,sideways
1.0,0.0,-0.052619922906160355,sideways
1.0,0.0,-0.09361381083726883,sideways
1.0,0.0,-0.16941282153129578,sideways
1.0,0.0,0.2737440764904022,sideways
1.0,0.0,0.15528054535388947,sideways
1.0,0.0,0.3485095202922821,sideways
1.0,0.0,0.515952467918396,bull
1.0,0.0,0.11655108630657196,sideways
1.0,0.0,0.17012162506580353,sideways
1.0,0.0,-0.39288246631622314,sideways
1.0,0.0,-0.10683038085699081,sideways
1.0,0.0,-0.20823685824871063,sideways
1.0,0.0,0.04188552871346474,sideways
1.0,0.0,0.5196340084075928,bull
1.0,0.0,0.17682352662086487,sideways
1.0,0.0,0.30283230543136597,sideways
1.0,0.0,0.23814943432807922,sideways
1.0,0.0,-0.13659316301345825,sideways
1.0,0.0,-0.08193885535001755,sideways
1.0,0.0,-0.29638949036598206,sideways
1.0,0.0,-0.1407386213541031,sideways
1.0,0.0,-0.09335904568433762,sideways
1.0,0.0,-0.05929141864180565,sideways
1.0,0.0,0.1280672401189804,sideways
1.0,0.0,0.20608001947402954,sideways
1.0,0.0,-0.08443146198987961,sideways
1.0,0.0,0.16362141072750092,sideways
1.0,0.0,0.46678537130355835,sideways
1.0,0.0,-0.18106281757354736,sideways
1.0,0.0,-0.38646361231803894,sideways
1.0,0.0,-0.5529439449310303,bear
1.0,0.0,-1.038034439086914,bear
1.0,0.0,-0.549626886844635,bear
1.0,0.0,-0.3526923954486847,sideways
1.0,0.0,-0.032183993607759476,sideways
1.0,0.0,-0.18665210902690887,sideways
1.0,0.0,-0.4551779627799988,sideways
1.0,0.0,-0.38309594988822937,sideways
1.0,0.0,-0.3327607214450836,sideways
1.0,0.0,-0.5320668816566467,bear
1.0,0.0,-0.4731217622756958,sideways
1.0,0.0,-0.4664466083049774,sideways
1.0,0.0,-0.3141774535179138,sideways
1.0,0.0,-0.2079041451215744,sideways
1.0,0.0,-0.25990039110183716,sideways
1.0,0.0,-0.2056824117898941,sideways
1.0,0.0,-0.1520310938358307,sideways
1.0,0.0,-0.09948999434709549,sideways
1.0,0.0,0.10400471836328506,sideways
1.0,0.0,0.30965107679367065,sideways
1.0,0.0,0.2505384683609009,sideways
1.0,0.0,-0.060061827301979065,sideways
1.0,0.0,-0.1256011426448822,sideways
1.0,0.0,-0.04809880256652832,sideways
1.0,0.0,0.018485665321350098,sideways
1.0,0.0,-0.17444902658462524,sideways
1.0,0.0,-0.005754031240940094,sideways
1.0,0.0,-0.1187037006020546,sideways
1.0,0.0,-0.0828125849366188,sideways
1.0,0.0,-0.4529518485069275,sideways
1.0,0.0,-0.835403561592102,bear
1.0,0.0,-1.100180983543396,bear
1.0,0.0,-0.905841052532196,bear
1.0,0.0,-0.8935805559158325,bear
1.0,0.0,-0.9349736571311951,bear
1.0,0.0,-0.9550997018814087,bear
1.0,0.0,-0.7502484321594238,bear
1.0,0.0,-0.807898223400116,bear
1.0,0.0,-0.6657816767692566,bear
1.0,0.0,-1.1077054738998413,bear
1.0,0.0,-1.440783977508545,bear
1.0,0.0,-1.4876374006271362,bear
1.0,0.0,-2.110495090484619,bear
0.976364266872406,0.0,-2.2392184734344482,bear
1.0,0.0,-2.2023072242736816,bear
0.9732834815979003,0.0,-2.29984712600708,bear
0.9263652086257934,0.0,-2.45945405960083,bear
0.9186646938323975,0.0,-2.969844102859497,bear
1.0,0.0,-3.102849006652832,bear
0.7085371673107147,0.0,-3.399783134460449,bear
1.0,0.0,-2.8836278915405273,bear
0.7657942831516266,0.0,-3.0115177631378174,bear
1.0,0.0,-2.6880834102630615,bear
0.8511922240257264,0.0,-2.683086633682251,bear
1.0,0.0,-2.373584270477295,bear
0.981628692150116,0.0,-2.323608875274658,bear
0.9859472632408142,0.0,-2.447700023651123,bear
0.9681725859642029,0.0,-2.481858730316162,bear
1.0,0.0,-2.5138163566589355,bear
0.9889671087265015,0.0,-2.6940701007843018,bear
1.0,0.0,-2.5406315326690674,bear
1.0,0.0,-2.1884818077087402,bear
1.0,0.0,-1.9933090209960938,bear
1.0,0.0,-1.2704375982284546,bear
1.0,0.0,-1.3562427759170532,bear
1.0,0.0,-0.9142922163009644,bear
1.0,0.0,-0.8881828784942627,bear
1.0,0.0,-0.9623522162437439,bear
1.0,0.0,-1.4047589302062988,bear
1.0,0.0,-0.7390121221542358,bear
1.0,0.0,-0.804366409778595,bear
1.0,0.0,-0.5934191346168518,bear
1.0,0.0,-0.6901548504829407,bear
1.0,0.0,0.10149595886468887,sideways
1.0,0.0,0.23149444162845612,sideways
1.0,0.0,-0.07499883323907852,sideways
1.0,0.0,-0.12746502459049225,sideways
1.0,0.0,-0.5971773266792297,bear
1.0,0.0,-0.5325513482093811,bear
1.0,0.0,-0.4227450489997864,sideways
1.0,0.0,-0.41108179092407227,sideways
1.0,0.0,-0.3777988851070404,sideways
1.0,0.0,-0.45728176832199097,sideways
1.0,0.0,-0.08926475793123245,sideways
1.0,0.0,-0.2351842075586319,sideways
1.0,0.0,-0.6427129507064819,bear
1.0,0.0,-0.5840160250663757,bear
1.0,0.0,-0.22732830047607422,sideways
1.0,0.0,-0.15329043567180634,sideways
1.0,0.0,-0.2521054446697235,sideways
